INFO 2026-03-18 19:12:38,187 autoreload Watching for file changes with StatReloader
INFO 2026-03-21 18:46:26,768 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:26,810 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:26,858 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:26,905 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:26,964 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:27,014 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:27,063 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:27,113 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:27,176 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:27,223 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:27,268 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:27,294 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:27,329 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:27,382 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:27,412 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:27,442 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:27,470 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:27,495 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:27,530 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:27,565 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:27,612 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:27,653 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:27,705 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:27,748 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:27,801 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:27,845 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:27,885 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:27,915 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:27,961 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:28,007 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:28,046 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:28,087 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:28,134 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:28,176 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:28,220 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:28,260 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:28,312 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:28,367 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:28,448 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:28,494 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:28,557 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:28,706 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:28,764 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:28,820 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:28,887 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:28,944 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:29,000 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:29,050 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:29,307 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:29,404 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:29,462 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:29,532 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:29,578 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:29,791 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:29,852 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:29,892 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:29,944 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:29,995 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:30,038 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:30,101 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:30,126 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:30,160 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:30,214 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:30,249 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:30,279 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:30,318 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:30,350 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:30,383 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:30,412 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:30,446 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:30,478 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:30,508 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:30,529 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:30,558 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:30,586 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:30,612 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:30,630 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:30,661 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:30,695 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:30,723 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:30,751 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:30,775 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:30,803 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:30,832 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:30,861 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:30,913 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:30,952 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:30,978 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:31,012 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:31,054 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:31,077 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:31,128 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:31,166 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:31,196 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:31,228 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:31,253 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:31,313 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:31,329 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:31,391 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:31,445 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:31,464 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:31,493 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:31,533 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:31,563 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:31,605 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:31,648 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:31,685 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:31,726 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:31,758 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:31,780 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:31,825 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:31,852 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:31,883 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:31,926 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:31,961 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:31,995 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:32,035 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:32,070 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:32,112 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:32,143 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:32,181 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:32,215 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:32,258 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:32,278 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:32,319 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:32,355 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:32,386 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:32,414 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:32,443 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:32,479 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:32,599 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:32,617 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:32,646 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:32,687 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:32,727 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:32,765 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:32,808 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:32,837 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:32,862 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:32,902 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:32,928 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:32,961 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:33,001 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:33,037 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:33,078 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:33,111 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:33,144 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:33,178 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:33,222 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:33,264 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:33,306 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:33,335 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:33,360 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:33,395 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:33,440 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:33,462 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:33,495 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:33,533 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:33,555 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:33,579 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:33,594 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:33,620 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:33,660 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:33,680 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:33,703 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:33,741 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:33,770 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:33,795 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:33,826 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:33,857 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:33,894 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:33,942 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:33,992 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:34,028 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:34,088 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:34,118 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:34,163 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:34,216 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:34,258 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:34,302 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:34,350 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:34,385 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:34,414 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:34,478 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:34,514 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:34,545 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:34,578 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:34,613 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:34,629 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:34,668 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:34,699 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:34,721 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:34,754 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:34,777 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:34,825 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:34,852 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:34,883 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:34,909 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:34,958 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:34,991 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:35,026 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:35,075 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:35,101 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:35,142 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:35,178 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:35,217 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:35,243 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:35,278 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:35,325 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:35,370 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:35,415 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:35,445 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:35,495 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:35,544 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:35,577 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:35,612 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:35,667 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:35,713 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:35,745 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:35,776 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:35,821 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:35,852 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:35,878 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:35,912 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:35,962 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:35,978 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:36,012 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:36,065 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:36,094 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:36,125 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:36,171 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:36,210 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:36,245 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:36,274 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:36,294 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:36,346 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:36,389 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:36,414 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:36,444 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:36,487 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:36,511 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:36,544 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:36,564 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:36,603 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:36,617 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:36,663 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:36,696 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:36,729 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:36,759 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:36,815 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:36,852 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:36,891 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:36,934 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:36,985 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:37,038 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:37,078 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:37,137 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:37,164 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:37,213 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:37,264 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:37,296 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:37,329 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:37,363 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:37,395 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:37,508 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:37,546 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:37,592 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:37,618 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:37,660 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:37,688 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:37,710 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:37,729 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:37,770 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:37,801 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:37,828 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:37,862 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:37,894 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:37,912 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
INFO 2026-03-21 18:46:37,937 basehttp "GET /api/orders/cart/ HTTP/1.1" 200 824
